Year,Month,State,Thousand Dollars,Megawatthours,Cents/kWh,mkwh,Year_Month
2016,7,NC,435986,4871430,8.95,4871.0,2016.7
2016,7,ND,48449,518856,9.34,519.0,2016.7
2016,7,NE,82846,879893,9.42,880.0,2016.7
2016,7,NH,57256,409361,13.99,409.0,2016.7
2016,7,NJ,496578,3799530,13.07,3800.0,2016.7
2016,7,NM,92506,894611,10.34,895.0,2016.7
2016,7,NV,79427,1042169,7.62,1042.0,2016.7
2016,7,NY,1136203,7257732,15.66,7258.0,2016.7
2016,7,OH,444974,4567102,9.74,4567.0,2016.7
2016,7,OK,167622,2042085,8.21,2042.0,2016.7
2016,7,OR,122124,1377809,8.86,1378.0,2016.7
2016,7,PA,354023,3923741,9.02,3924.0,2016.7
2016,7,RI,52611,368701,14.27,369.0,2016.7
2016,7,SC,248628,2347801,10.59,2348.0,2016.7
2016,7,SD,41386,416898,9.93,417.0,2016.7
2016,7,TN,359677,3442755,10.45,3443.0,2016.7
2016,7,TX,1092646,13438671,8.13,13439.0,2016.7
2016,7,UT,100319,1109273,9.04,1109.0,2016.7
2016,7,VA,380395,4863753,7.82,4864.0,2016.7
2016,7,VT,27016,184304,14.66,184.0,2016.7
2016,7,WA,201411,2420180,8.32,2420.0,2016.7
2016,7,WI,244530,2191114,11.16,2191.0,2016.7
2016,7,WV,65535,722674,9.07,723.0,2016.7
2016,7,WY,29713,314822,9.44,315.0,2016.7
2016,8,AK,40325,224033,18.0,224.0,2016.8
2016,8,AL,266161,2409848,11.04,2410.0,2016.8
2016,8,AR,103982,1241402,8.38,1241.0,2016.8
2016,8,AZ,331184,3004282,11.02,3004.0,2016.8
2016,8,CA,1967709,11631447,16.92,11631.0,2016.8
2016,8,CO,195161,1928105,10.12,1928.0,2016.8
2016,8,CT,194651,1257957,15.47,1258.0,2016.8
2016,8,DC,94896,822090,11.54,822.0,2016.8
2016,8,DE,42144,428904,9.83,429.0,2016.8
2016,8,FL,810078,9239584,8.77,9240.0,2016.8
2016,8,GA,470922,4782145,9.85,4782.0,2016.8
2016,8,HI,70744,282927,25.0,283.0,2016.8
2016,8,IA,126719,1146346,11.05,1146.0,2016.8
2016,8,ID,46412,581629,7.98,582.0,2016.8
2016,8,IL,453750,4968418,9.13,4968.0,2016.8
2016,8,IN,246453,2456572,10.03,2457.0,2016.8
2016,8,KS,172866,1624238,10.64,1624.0,2016.8
2016,8,KY,191061,2022921,9.44,2023.0,2016.8
2016,8,LA,208758,2420968,8.62,2421.0,2016.8
2016,8,MA,402947,2550450,15.8,2550.0,2016.8
2016,8,MD,322977,3002481,10.76,3002.0,2016.8
2016,8,ME,48350,395762,12.22,396.0,2016.8
2016,8,MI,421737,3938170,10.71,3938.0,2016.8
2016,8,MN,224479,2212014,10.15,2212.0,2016.8
2016,8,MO,327376,3045909,10.75,3046.0,2016.8
2016,8,MS,136466,1469062,9.29,1469.0,2016.8
2016,8,MT,43801,430505,10.17,431.0,2016.8
2016,8,NC,435019,4915412,8.85,4915.0,2016.8
2016,8,ND,51064,532614,9.59,533.0,2016.8
2016,8,NE,83566,898442,9.3,898.0,2016.8
2016,8,NH,61327,428887,14.3,429.0,2016.8
2016,8,NJ,504229,3866468,13.04,3866.0,2016.8
2016,8,NM,87373,830070,10.53,830.0,2016.8
2016,8,NV,77888,987374,7.89,987.0,2016.8
2016,8,NY,1175945,7559337,15.56,7559.0,2016.8
2016,8,OH,467665,4720640,9.91,4721.0,2016.8
2016,8,OK,171186,2048153,8.36,2048.0,2016.8
2016,8,OR,130124,1460754,8.91,1461.0,2016.8
2016,8,PA,377071,4162973,9.06,4163.0,2016.8
2016,8,RI,53370,363370,14.69,363.0,2016.8
2016,8,SC,244058,2327494,10.49,2327.0,2016.8
2016,8,SD,43271,445778,9.71,446.0,2016.8
2016,8,TN,373550,3569105,10.47,3569.0,2016.8
2016,8,TX,1164030,14327566,8.12,14328.0,2016.8
2016,8,UT,99344,1093045,9.09,1093.0,2016.8
2016,8,VA,374184,4795356,7.8,4795.0,2016.8
2016,8,VT,26506,188906,14.03,189.0,2016.8
2016,8,WA,215497,2589239,8.32,2589.0,2016.8
2016,8,WI,251596,2305818,10.91,2306.0,2016.8
2016,8,WV,69106,750409,9.21,750.0,2016.8
2016,8,WY,31378,333460,9.41,333.0,2016.8
2016,9,AK,38836,220650,17.6,221.0,2016.9
2016,9,AL,250486,2266015,11.05,2266.0,2016.9
2016,9,AR,99733,1183109,8.43,1183.0,2016.9
2016,9,AZ,290811,2655812,10.95,2656.0,2016.9
2016,9,CA,1790560,10712213,16.72,10712.0,2016.9
2016,9,CO,186772,1808677,10.33,1809.0,2016.9
2016,9,CT,183257,1172193,15.63,1172.0,2016.9
2016,9,DC,76188,664848,11.46,665.0,2016.9
2016,9,DE,33906,353156,9.6,353.0,2016.9
2016,9,FL,781316,8830734,8.85,8831.0,2016.9
2016,9,GA,436970,4447807,9.82,4448.0,2016.9
2016,9,HI,67903,268949,25.25,269.0,2016.9
2016,9,IA,96808,997289,9.71,997.0,2016.9
2016,9,ID,38162,498210,7.66,498.0,2016.9
2016,9,IL,410775,4502705,9.12,4503.0,2016.9
2016,9,IN,221481,2160061,10.25,2160.0,2016.9
2016,9,KS,150250,1445178,10.4,1445.0,2016.9
2016,9,KY,177651,1839507,9.66,1840.0,2016.9
2016,9,LA,209333,2413296,8.67,2413.0,2016.9
2016,9,MA,374072,2297270,16.28,2297.0,2016.9
2016,9,MD,280216,2582703,10.85,2583.0,2016.9
2016,9,ME,44898,373469,12.02,373.0,2016.9
2016,9,MI,364011,3370801,10.8,3371.0,2016.9
2016,9,MN,207724,1952397,10.64,1952.0,2016.9
2016,9,MO,259867,2761837,9.41,2762.0,2016.9
2016,9,MS,134468,1445664,9.3,1446.0,2016.9
2016,9,MT,40474,390849,10.36,391.0,2016.9
2016,9,NC,396806,4548592,8.72,4549.0,2016.9
2016,9,ND,47221,482232,9.79,482.0,2016.9
2016,9,NE,74080,796683,9.3,797.0,2016.9
2016,9,NH,59839,415272,14.41,415.0,2016.9
2016,9,NJ,434174,3408573,12.74,3409.0,2016.9
2016,9,NM,81015,774974,10.45,775.0,2016.9
2016,9,NV,68445,853570,8.02,854.0,2016.9
2016,9,NY,1135607,7204139,15.76,7204.0,2016.9
2016,9,OH,422338,4172271,10.12,4172.0,2016.9
2016,9,OK,160733,1892578,8.49,1893.0,2016.9
2016,9,OR,110311,1230580,8.96,1231.0,2016.9
2016,9,PA,350339,3880834,9.03,3881.0,2016.9
2016,9,RI,45517,307758,14.79,308.0,2016.9
2016,9,SC,210615,2011198,10.47,2011.0,2016.9
2016,9,SD,39327,392481,10.02,392.0,2016.9
2016,9,TN,360972,3417167,10.56,3417.0,2016.9
2016,9,TX,1103290,13398848,8.23,13399.0,2016.9
2016,9,UT,92205,976044,9.45,976.0,2016.9
2016,9,VA,324973,4182748,7.77,4183.0,2016.9
2016,9,VT,25512,173237,14.73,173.0,2016.9
2016,9,WA,199488,2363665,8.44,2364.0,2016.9
2016,9,WI,217825,2031868,10.72,2032.0,2016.9
2016,9,WV,61495,660685,9.31,661.0,2016.9
2016,9,WY,29168,301431,9.68,301.0,2016.9
2016,10,AK,38944,220261,17.68,220.0,2016.10
2016,10,AL,222340,1934627,11.49,1935.0,2016.10
2016,10,AR,87926,1074035,8.19,1074.0,2016.10
2016,10,AZ,264250,2504320,10.55,2504.0,2016.10
2016,10,CA,1563401,9904467,15.78,9904.0,2016.10
2016,10,CO,171274,1727004,9.92,1727.0,2016.10
2016,10,CT,158270,992171,15.95,992.0,2016.10
2016,10,DC,78988,655579,12.05,656.0,2016.10
2016,10,DE,36323,336937,10.78,337.0,2016.10
2016,10,FL,725228,8115089,8.94,8115.0,2016.10
2016,10,GA,378548,3882252,9.75,3882.0,2016.10
2016,10,HI,68476,275026,24.9,275.0,2016.10
2016,10,IA,87879,1023633,8.59,1024.0,2016.10
2016,10,ID,39272,503476,7.8,503.0,2016.10
2016,10,IL,371216,4049652,9.17,4050.0,2016.10
2016,10,IN,204785,1984389,10.32,1984.0,2016.10
2016,10,KS,137710,1302394,10.57,1302.0,2016.10
2016,10,KY,156794,1611795,9.73,1612.0,2016.10
2016,10,LA,191047,2235048,8.55,2235.0,2016.10
2016,10,MA,338167,2130452,15.87,2130.0,2016.10
2016,10,MD,266326,2373557,11.22,2374.0,2016.10
2016,10,ME,38205,308909,12.37,309.0,2016.10
2016,10,MI,350795,3230403,10.86,3230.0,2016.10
2016,10,MN,188383,1903591,9.9,1904.0,2016.10
2016,10,MO,210011,2450873,8.57,2451.0,2016.10
2016,10,MS,126900,1297429,9.78,1297.0,2016.10
2016,10,MT,41055,397692,10.32,398.0,2016.10
2016,10,NC,335549,3820554,8.78,3821.0,2016.10
2016,10,ND,49117,528432,9.29,528.0,2016.10
2016,10,NE,64389,754346,8.54,754.0,2016.10
2016,10,NH,52470,360276,14.56,360.0,2016.10
2016,10,NJ,364384,3115522,11.7,3116.0,2016.10
2016,10,NM,70110,708805,9.89,709.0,2016.10
2016,10,NV,74562,947118,7.87,947.0,2016.10
2016,10,NY,912777,6145489,14.85,6145.0,2016.10
2016,10,OH,392788,3842478,10.22,3842.0,2016.10
2016,10,OK,140760,1733188,8.12,1733.0,2016.10
2016,10,OR,122673,1356242,9.05,1356.0,2016.10
2016,10,PA,321346,3485721,9.22,3486.0,2016.10
2016,10,RI,41426,286009,14.48,286.0,2016.10
2016,10,SC,168600,1696094,9.94,1696.0,2016.10
2016,10,SD,36493,373474,9.77,373.0,2016.10
2016,10,TN,305210,2964009,10.3,2964.0,2016.10
2016,10,TX,1013097,12140124,8.35,12140.0,2016.10
2016,10,UT,82934,937138,8.85,937.0,2016.10
2016,10,VA,299375,3938068,7.6,3938.0,2016.10
2016,10,VT,24462,164610,14.86,165.0,2016.10
2016,10,WA,203235,2361360,8.61,2361.0,2016.10
2016,10,WI,204995,1928865,10.63,1929.0,2016.10
2016,10,WV,59073,614511,9.61,615.0,2016.10
2016,10,WY,31423,335326,9.37,335.0,2016.10
2016,11,AK,41516,234739,17.69,235.0,2016.11
2016,11,AL,197523,1742442,11.34,1742.0,2016.11
2016,11,AR,77616,956386,8.12,956.0,2016.11
2016,11,AZ,211299,2208380,9.57,2208.0,2016.11
2016,11,CA,1349718,9447865,14.29,9448.0,2016.11
2016,11,CO,157583,1605834,9.81,1606.0,2016.11
2016,11,CT,146763,923319,15.9,923.0,2016.11
2016,11,DC,75040,637414,11.77,637.0,2016.11
2016,11,DE,32256,321886,10.02,322.0,2016.11
2016,11,FL,664488,7359191,9.03,7359.0,2016.11
2016,11,GA,350597,3534255,9.92,3534.0,2016.11
2016,11,HI,64654,249214,25.94,249.0,2016.11
2016,11,IA,84312,980778,8.6,981.0,2016.11
2016,11,ID,38672,491864,7.86,492.0,2016.11
2016,11,IL,346520,3817940,9.08,3818.0,2016.11
2016,11,IN,194615,1830333,10.63,1830.0,2016.11
2016,11,KS,121451,1200461,10.12,1200.0,2016.11
2016,11,KY,149180,1506264,9.9,1506.0,2016.11
2016,11,LA,174103,1998132,8.71,1998.0,2016.11
2016,11,MA,296928,1991443,14.91,1991.0,2016.11
2016,11,MD,247462,2241006,11.04,2241.0,2016.11
2016,11,ME,36010,290648,12.39,291.0,2016.11
2016,11,MI,319594,2916968,10.96,2917.0,2016.11
2016,11,MN,182449,1787106,10.21,1787.0,2016.11
2016,11,MO,199038,2306293,8.63,2306.0,2016.11
2016,11,MS,109788,1108011,9.91,1108.0,2016.11
2016,11,MT,39327,384261,10.23,384.0,2016.11
2016,11,NC,305251,3659775,8.34,3660.0,2016.11
2016,11,ND,48612,534157,9.1,534.0,2016.11
2016,11,NE,60398,718401,8.41,718.0,2016.11
2016,11,NH,48538,330787,14.67,331.0,2016.11
2016,11,NJ,339636,2923440,11.62,2923.0,2016.11
2016,11,NM,65475,693493,9.44,693.0,2016.11
2016,11,NV,56590,742431,7.62,742.0,2016.11
2016,11,NY,818027,5848510,13.99,5849.0,2016.11
2016,11,OH,369364,3641718,10.14,3642.0,2016.11
2016,11,OK,110760,1579490,7.01,1579.0,2016.11
2016,11,OR,116747,1300682,8.98,1301.0,2016.11
2016,11,PA,306673,3350538,9.15,3351.0,2016.11
2016,11,RI,41178,282331,14.59,282.0,2016.11
2016,11,SC,169867,1658969,10.24,1659.0,2016.11
2016,11,SD,35409,367130,9.64,367.0,2016.11
2016,11,TN,281686,2706036,10.41,2706.0,2016.11
2016,11,TX,884269,10743908,8.23,10744.0,2016.11
2016,11,UT,74269,878466,8.45,878.0,2016.11
2016,11,VA,299319,3850101,7.77,3850.0,2016.11
2016,11,VT,22932,154702,14.82,155.0,2016.11
2016,11,WA,197059,2307788,8.54,2308.0,2016.11
2016,11,WI,191548,1809330,10.59,1809.0,2016.11
2016,11,WV,59770,611986,9.77,612.0,2016.11
2016,11,WY,28550,293266,9.74,293.0,2016.11
2016,12,AK,43749,249873,17.51,250.0,2016.12
2016,12,AL,205359,1773427,11.58,1773.0,2016.12
2016,12,AR,73798,908918,8.12,909.0,2016.12
2016,12,AZ,204451,2142488,9.54,2142.0,2016.12
2016,12,CA,1324809,9583093,13.82,9583.0,2016.12
2016,12,CO,164927,1761513,9.36,1762.0,2016.12
2016,12,CT,158081,1030177,15.35,1030.0,2016.12
2016,12,DC,76975,659129,11.68,659.0,2016.12
2016,12,DE,32413,336523,9.63,337.0,2016.12
2016,12,FL,665659,7504992,8.87,7505.0,2016.12
2016,12,GA,353910,3614109,9.79,3614.0,2016.12
2016,12,HI,64810,251859,25.73,252.0,2016.12
2016,12,IA,88329,1099543,8.03,1100.0,2016.12
2016,12,ID,44002,589461,7.46,589.0,2016.12
2016,12,IL,381185,4322481,8.82,4322.0,2016.12
2016,12,IN,201239,1940171,10.37,1940.0,2016.12
2016,12,KS,125325,1258958,9.95,1259.0,2016.12
2016,12,KY,152784,1593079,9.59,1593.0,2016.12
2016,12,LA,169244,1871133,9.05,1871.0,2016.12
2016,12,MA,307392,2057655,14.94,2058.0,2016.12
2016,12,MD,274015,2431026,11.27,2431.0,2016.12
2016,12,ME,41762,348846,11.97,349.0,2016.12
2016,12,MI,346627,3181930,10.89,3182.0,2016.12
2016,12,MN,186367,2019365,9.23,2019.0,2016.12
2016,12,MO,216442,2498895,8.66,2499.0,2016.12
2016,12,MS,107220,1068436,10.04,1068.0,2016.12
2016,12,MT,43213,429806,10.05,430.0,2016.12
2016,12,NC,313893,3780975,8.3,3781.0,2016.12
2016,12,ND,54475,620750,8.78,621.0,2016.12
2016,12,NE,68045,806044,8.44,806.0,2016.12
2016,12,NH,51817,355708,14.57,356.0,2016.12
2016,12,NJ,359925,3107833,11.58,3108.0,2016.12
2016,12,NM,68659,704112,9.75,704.0,2016.12
2016,12,NV,61671,821705,7.51,822.0,2016.12
2016,12,NY,845128,6146369,13.75,6146.0,2016.12
2016,12,OH,388475,3889483,9.99,3889.0,2016.12
2016,12,OK,124715,1673304,7.45,1673.0,2016.12
2016,12,OR,132682,1483800,8.94,1484.0,2016.12
2016,12,PA,323526,3592419,9.01,3592.0,2016.12
2016,12,RI,41878,293010,14.29,293.0,2016.12
2016,12,SC,168697,1622826,10.4,1623.0,2016.12
2016,12,SD,38386,408537,9.4,409.0,2016.12
2016,12,TN,282667,2659975,10.63,2660.0,2016.12
2016,12,TX,873211,10637841,8.21,10638.0,2016.12
2016,12,UT,77596,965539,8.04,966.0,2016.12
2016,12,VA,320900,4188495,7.66,4188.0,2016.12
2016,12,VT,24228,168657,14.37,169.0,2016.12
2016,12,WA,227927,2701999,8.44,2702.0,2016.12
2016,12,WI,212241,2029434,10.46,2029.0,2016.12
2016,12,WV,59961,646641,9.27,647.0,2016.12
2016,12,WY,30941,339740,9.11,340.0,2016.12
2017,1,AK,45046,253132,17.8,253.0,2017.1
2017,1,AL,204489,1785803,11.45,1786.0,2017.1
2017,1,AR,74970,929094,8.07,929.0,2017.1
2017,1,AZ,204714,2138498,9.57,2138.0,2017.1
2017,1,CA,1265103,9117819,13.88,9118.0,2017.1
2017,1,CO,156220,1712548,9.12,1713.0,2017.1
2017,1,CT,163655,1051351,15.57,1051.0,2017.1
2017,1,DC,75304,665758,11.31,666.0,2017.1
2017,1,DE,33805,348031,9.71,348.0,2017.1
2017,1,FL,653973,7059084,9.26,7059.0,2017.1
2017,1,GA,359595,3636828,9.89,3637.0,2017.1
2017,1,HI,61753,234790,26.3,235.0,2017.1
2017,1,IA,90187,1059801,8.51,1060.0,2017.1
2017,1,ID,43755,591930,7.39,592.0,2017.1
2017,1,IL,364269,4289905,8.49,4290.0,2017.1
2017,1,IN,206692,1999649,10.34,2000.0,2017.1
2017,1,KS,121578,1236942,9.83,1237.0,2017.1
2017,1,KY,154133,1594646,9.67,1595.0,2017.1
2017,1,LA,146391,1908549,7.67,1909.0,2017.1
2017,1,MA,341030,2182619,15.62,2183.0,2017.1
2017,1,MD,267005,2408980,11.08,2409.0,2017.1
2017,1,ME,44882,365637,12.28,366.0,2017.1
2017,1,MI,349410,3227951,10.82,3228.0,2017.1
2017,1,MN,193278,2032357,9.51,2032.0,2017.1
2017,1,MO,206907,2508349,8.25,2508.0,2017.1
2017,1,MS,109830,1101825,9.97,1102.0,2017.1
2017,1,MT,45033,458166,9.83,458.0,2017.1
2017,1,NC,311827,3764073,8.28,3764.0,2017.1
2017,1,ND,54505,621430,8.77,621.0,2017.1
2017,1,NE,64818,785585,8.25,786.0,2017.1
2017,1,NH,56490,393268,14.36,393.0,2017.1
2017,1,NJ,374979,3173650,11.82,3174.0,2017.1
2017,1,NM,63381,658277,9.63,658.0,2017.1
2017,1,NV,61834,795500,7.77,796.0,2017.1
2017,1,NY,882542,6358592,13.88,6359.0,2017.1
2017,1,OH,373246,3817224,9.78,3817.0,2017.1
2017,1,OK,119648,1506724,7.94,1507.0,2017.1
2017,1,OR,125470,1442789,8.7,1443.0,2017.1
2017,1,PA,336305,3744846,8.98,3745.0,2017.1
2017,1,RI,45784,297464,15.39,297.0,2017.1
2017,1,SC,171533,1677472,10.23,1677.0,2017.1
2017,1,SD,39559,436217,9.07,436.0,2017.1
2017,1,TN,287985,2716044,10.6,2716.0,2017.1
2017,1,TX,885371,10636209,8.32,10636.0,2017.1
2017,1,UT,76384,954381,8.0,954.0,2017.1
2017,1,VA,305091,3866996,7.89,3867.0,2017.1
2017,1,VT,23550,164148,14.35,164.0,2017.1
2017,1,WA,232410,2759099,8.42,2759.0,2017.1
2017,1,WI,213363,2026743,10.53,2027.0,2017.1
2017,1,WV,61433,641723,9.57,642.0,2017.1
2017,1,WY,31992,349895,9.14,350.0,2017.1
2017,2,AK,43634,239140,18.25,239.0,2017.2
2017,2,AL,189175,1589403,11.9,1589.0,2017.2
2017,2,AR,69756,838724,8.32,839.0,2017.2
2017,2,AZ,191520,1976867,9.69,1977.0,2017.2
2017,2,CA,1202988,8391947,14.34,8392.0,2017.2
2017,2,CO,144693,1536201,9.42,1536.0,2017.2
2017,2,CT,150195,945456,15.89,945.0,2017.2
2017,2,DC,68511,582487,11.76,582.0,2017.2
2017,2,DE,32072,306083,10.48,306.0,2017.2
2017,2,FL,635663,6688013,9.5,6688.0,2017.2
2017,2,GA,327114,3240318,10.1,3240.0,2017.2
2017,2,HI,59772,225146,26.55,225.0,2017.2
2017,2,IA,82002,953673,8.6,954.0,2017.2
2017,2,ID,38474,505232,7.62,505.0,2017.2
2017,2,IL,332845,3843643,8.66,3844.0,2017.2
2017,2,IN,183470,1727073,10.62,1727.0,2017.2
2017,2,KS,114908,1113147,10.32,1113.0,2017.2
2017,2,KY,141441,1426756,9.91,1427.0,2017.2
2017,2,LA,160744,1734919,9.27,1735.0,2017.2
2017,2,MA,316520,1980708,15.98,1981.0,2017.2
2017,2,MD,248139,2165370,11.46,2165.0,2017.2
2017,2,ME,36297,288645,12.58,289.0,2017.2
2017,2,MI,320144,2847012,11.24,2847.0,2017.2
2017,2,MN,194266,1761947,11.03,1762.0,2017.2
2017,2,MO,188381,2207018,8.54,2207.0,2017.2
2017,2,MS,104119,1013145,10.28,1013.0,2017.2
2017,2,MT,42133,424254,9.93,424.0,2017.2
2017,2,NC,286080,3352260,8.53,3352.0,2017.2
2017,2,ND,49107,545063,9.01,545.0,2017.2
2017,2,NE,59951,712126,8.42,712.0,2017.2
2017,2,NH,50980,341255,14.94,341.0,2017.2
2017,2,NJ,347213,2900605,11.97,2901.0,2017.2
2017,2,NM,62302,630342,9.88,630.0,2017.2
2017,2,NV,60128,755293,7.96,755.0,2017.2
2017,2,NY,838762,6248334,13.42,6248.0,2017.2
2017,2,OH,346081,3433963,10.08,3434.0,2017.2
2017,2,OK,110014,1365812,8.05,1366.0,2017.2
2017,2,OR,114496,1309307,8.74,1309.0,2017.2
2017,2,PA,314064,3377198,9.3,3377.0,2017.2
2017,2,RI,42481,266221,15.96,266.0,2017.2
2017,2,SC,158317,1466994,10.79,1467.0,2017.2
2017,2,SD,35529,380881,9.33,381.0,2017.2
2017,2,TN,266590,2535953,10.51,2536.0,2017.2
2017,2,TX,801890,9455409,8.48,9455.0,2017.2
2017,2,UT,70571,855145,8.25,855.0,2017.2
2017,2,VA,288433,3840083,7.51,3840.0,2017.2
2017,2,VT,22782,156635,14.54,157.0,2017.2
2017,2,WA,214339,2463445,8.7,2463.0,2017.2
2017,2,WI,199044,1832567,10.86,1833.0,2017.2
2017,2,WV,55066,557625,9.88,558.0,2017.2
2017,2,WY,29295,305094,9.6,305.0,2017.2
2017,3,AK,45921,237334,19.35,237.0,2017.3
2017,3,AL,202910,1734882,11.7,1735.0,2017.3
2017,3,AR,72950,906830,8.04,907.0,2017.3
2017,3,AZ,216162,2228991,9.7,2229.0,2017.3
2017,3,CA,1356031,9392817,14.44,9393.0,2017.3
2017,3,CO,159410,1678014,9.5,1678.0,2017.3
2017,3,CT,156264,979534,15.95,980.0,2017.3
2017,3,DC,76703,643673,11.92,644.0,2017.3
2017,3,DE,35575,328268,10.84,328.0,2017.3
2017,3,FL,674237,7210170,9.35,7210.0,2017.3
2017,3,GA,366120,3561387,10.28,3561.0,2017.3
2017,3,HI,67334,255426,26.36,255.0,2017.3
2017,3,IA,82558,993038,8.31,993.0,2017.3
2017,3,ID,39746,516607,7.69,517.0,2017.3
2017,3,IL,396620,4009170,9.89,4009.0,2017.3
2017,3,IN,201534,1922059,10.49,1922.0,2017.3
2017,3,KS,124508,1199863,10.38,1200.0,2017.3
2017,3,KY,147102,1511874,9.73,1512.0,2017.3
2017,3,LA,169480,1857363,9.12,1857.0,2017.3
2017,3,MA,329381,2184876,15.08,2185.0,2017.3
2017,3,MD,252032,2337169,10.78,2337.0,2017.3
2017,3,ME,43980,359923,12.22,360.0,2017.3
2017,3,MI,346580,3133280,11.06,3133.0,2017.3
2017,3,MN,188753,1943041,9.71,1943.0,2017.3
2017,3,MO,200641,2348677,8.54,2349.0,2017.3
2017,3,MS,107564,1042356,10.32,1042.0,2017.3
2017,3,MT,40298,403833,9.98,404.0,2017.3
2017,3,NC,313599,3715623,8.44,3716.0,2017.3
2017,3,ND,51870,585562,8.86,586.0,2017.3
2017,3,NE,59990,687323,8.73,687.0,2017.3
2017,3,NH,51962,352630,14.74,353.0,2017.3
2017,3,NJ,375003,3115670,12.04,3116.0,2017.3
2017,3,NM,66919,681130,9.82,681.0,2017.3
2017,3,NV,64573,814609,7.93,815.0,2017.3
2017,3,NY,819051,5767657,14.2,5768.0,2017.3
2017,3,OH,391478,3857372,10.15,3857.0,2017.3
2017,3,OK,124933,1637878,7.63,1638.0,2017.3
2017,3,OR,121904,1355489,8.99,1355.0,2017.3
2017,3,PA,317545,3538676,8.97,3539.0,2017.3
2017,3,RI,45890,305178,15.04,305.0,2017.3
2017,3,SC,175701,1704195,10.31,1704.0,2017.3
2017,3,SD,37778,393084,9.61,393.0,2017.3
2017,3,TN,264916,2527822,10.48,2528.0,2017.3
2017,3,TX,864275,10391052,8.32,10391.0,2017.3
2017,3,UT,75044,889282,8.44,889.0,2017.3
2017,3,VA,336073,4281674,7.85,4282.0,2017.3
2017,3,VT,24131,168269,14.34,168.0,2017.3
2017,3,WA,215520,2506876,8.6,2507.0,2017.3
2017,3,WI,213182,1985135,10.74,1985.0,2017.3
2017,3,WV,65113,665016,9.79,665.0,2017.3
2017,3,WY,30904,325211,9.5,325.0,2017.3
2017,4,AK,44435,224044,19.83,224.0,2017.4
2017,4,AL,201904,1770475,11.4,1770.0,2017.4
2017,4,AR,75340,879390,8.57,879.0,2017.4
2017,4,AZ,227697,2238147,10.17,2238.0,2017.4
2017,4,CA,1253138,9134009,13.72,9134.0,2017.4
2017,4,CO,151056,1576360,9.58,1576.0,2017.4
2017,4,CT,153188,974154,15.73,974.0,2017.4
2017,4,DC,71032,595663,11.92,596.0,2017.4
2017,4,DE,31592,319895,9.88,320.0,2017.4
2017,4,FL,713072,7638847,9.33,7639.0,2017.4
2017,4,GA,366961,3621542,10.13,3622.0,2017.4
2017,4,HI,66965,253553,26.41,254.0,2017.4
2017,4,IA,78087,888075,8.79,888.0,2017.4
2017,4,ID,37539,471962,7.95,472.0,2017.4
2017,4,IL,333587,3587346,9.3,3587.0,2017.4
2017,4,IN,186590,1751923,10.65,1752.0,2017.4
2017,4,KS,127888,1204553,10.62,1205.0,2017.4
2017,4,KY,143141,1447452,9.89,1447.0,2017.4
2017,4,LA,165809,1862910,8.9,1863.0,2017.4
2017,4,MA,303856,1961806,15.49,1962.0,2017.4
2017,4,MD,232568,2102769,11.06,2103.0,2017.4
2017,4,ME,34520,296841,11.63,297.0,2017.4
2017,4,MI,321329,2977267,10.79,2977.0,2017.4
2017,4,MN,182255,1734213,10.51,1734.0,2017.4
2017,4,MO,198934,2286398,8.7,2286.0,2017.4
2017,4,MS,111962,1084403,10.32,1084.0,2017.4
2017,4,MT,39546,389395,10.16,389.0,2017.4
2017,4,NC,300367,3713574,8.09,3714.0,2017.4
2017,4,ND,45469,497585,9.14,498.0,2017.4
2017,4,NE,62012,722694,8.58,723.0,2017.4
2017,4,NH,51769,356478,14.52,356.0,2017.4
2017,4,NJ,348969,2830791,12.33,2831.0,2017.4
2017,4,NM,68003,688589,9.88,689.0,2017.4
2017,4,NV,58552,781018,7.5,781.0,2017.4
2017,4,NY,780240,5663549,13.78,5664.0,2017.4
2017,4,OH,354101,3418121,10.36,3418.0,2017.4
2017,4,OK,123977,1517201,8.17,1517.0,2017.4
2017,4,OR,113870,1282171,8.88,1282.0,2017.4
2017,4,PA,300201,3288641,9.13,3289.0,2017.4
2017,4,RI,41033,266775,15.38,267.0,2017.4
2017,4,SC,172786,1634670,10.57,1635.0,2017.4
2017,4,SD,33282,339388,9.81,339.0,2017.4
2017,4,TN,267934,2595749,10.32,2596.0,2017.4
2017,4,TX,829291,9994738,8.3,9995.0,2017.4
2017,4,UT,75485,899682,8.39,900.0,2017.4
2017,4,VA,296780,3732349,7.95,3732.0,2017.4
2017,4,VT,22593,153378,14.73,153.0,2017.4
2017,4,WA,195910,2323241,8.43,2323.0,2017.4
2017,4,WI,188222,1770591,10.63,1771.0,2017.4
2017,4,WV,55182,554765,9.95,555.0,2017.4
2017,4,WY,28753,289918,9.92,290.0,2017.4
2017,5,AK,42293,210423,20.1,210.0,2017.5
2017,5,AL,219395,1906705,11.51,1907.0,2017.5
2017,5,AR,81245,938905,8.65,939.0,2017.5
2017,5,AZ,282285,2511634,11.24,2512.0,2017.5
2017,5,CA,1409199,9445291,14.92,9445.0,2017.5
2017,5,CO,163281,1669000,9.78,1669.0,2017.5
2017,5,CT,150635,938675,16.05,939.0,2017.5
2017,5,DC,75934,655075,11.59,655.0,2017.5
2017,5,DE,34336,330202,10.4,330.0,2017.5
2017,5,FL,770157,8410292,9.16,8410.0,2017.5
