YEAR,MONTH,STATE,Total
2015,7,GA,13464116
2015,7,HI,920149
2015,7,IA,4951447
2015,7,ID,1676129
2015,7,IL,17998297
2015,7,IN,9898232
2015,7,KS,4668095
2015,7,KY,8242426
2015,7,LA,10838691
2015,7,MA,4016930
2015,7,MD,3987981
2015,7,ME,820337
2015,7,MI,10048553
2015,7,MN,5492247
2015,7,MO,8534527
2015,7,MS,6604890
2015,7,MT,2430816
2015,7,NC,13297447
2015,7,ND,3293204
2015,7,NE,3877009
2015,7,NH,1824560
2015,7,NJ,7249312
2015,7,NM,3105256
2015,7,NV,3842497
2015,7,NY,13387979
2015,7,OH,11325579
2015,7,OK,8193591
2015,7,OR,4641965
2015,7,PA,19833751
2015,7,RI,929494
2015,7,SC,9428528
2015,7,SD,723561
2015,7,TN,7741548
2015,7,TX,46777601
2015,7,US-Total,400418853
2015,7,UT,3868834
2015,7,VA,8408764
2015,7,VT,191915
2015,7,WA,9314647
2015,7,WI,6519898
2015,7,WV,7028888
2015,7,WY,4436893
2015,8,AK,481559
2015,8,AL,14174176
2015,8,AR,5854100
2015,8,AZ,12648280
2015,8,CA,20851432
2015,8,CO,4896306
2015,8,CT,3425929
2015,8,DC,6649
2015,8,DE,831512
2015,8,FL,22769952
2015,8,GA,12921223
2015,8,HI,971685
2015,8,IA,4932949
2015,8,ID,1436604
2015,8,IL,17199924
2015,8,IN,9674225
2015,8,KS,4243849
2015,8,KY,7478339
2015,8,LA,10355764
2015,8,MA,3831331
2015,8,MD,3110717
2015,8,ME,933594
2015,8,MI,10330918
2015,8,MN,4820562
2015,8,MO,8172856
2015,8,MS,6188312
2015,8,MT,2280205
2015,8,NC,12410501
2015,8,ND,3190279
2015,8,NE,3783272
2015,8,NH,1810285
2015,8,NJ,7003148
2015,8,NM,3138743
2015,8,NV,4181615
2015,8,NY,13388736
2015,8,OH,11385318
2015,8,OK,7489737
2015,8,OR,4548517
2015,8,PA,20158046
2015,8,RI,946620
2015,8,SC,8974591
2015,8,SD,966119
2015,8,TN,7465637
2015,8,TX,46703127
2015,8,US-Total,392116203
2015,8,UT,3989956
2015,8,VA,8527513
2015,8,VT,118963
2015,8,WA,9565987
2015,8,WI,6276398
2015,8,WV,6704429
2015,8,WY,4565716
2015,9,AK,470648
2015,9,AL,12893950
2015,9,AR,4843948
2015,9,AZ,11252842
2015,9,CA,19034018
2015,9,CO,4423385
2015,9,CT,3161204
2015,9,DC,6068
2015,9,DE,799584
2015,9,FL,21023664
2015,9,GA,10705945
2015,9,HI,920520
2015,9,IA,4612823
2015,9,ID,1242323
2015,9,IL,15887953
2015,9,IN,8384796
2015,9,KS,4170950
2015,9,KY,6675180
2015,9,LA,9409074
2015,9,MA,3018041
2015,9,MD,2952671
2015,9,ME,863061
2015,9,MI,8885612
2015,9,MN,4798862
2015,9,MO,7146264
2015,9,MS,5219710
2015,9,MT,2211186
2015,9,NC,10013593
2015,9,ND,3038881
2015,9,NE,3480436
2015,9,NH,1606056
2015,9,NJ,6991793
2015,9,NM,2637470
2015,9,NV,3645609
2015,9,NY,12081412
2015,9,OH,10995133
2015,9,OK,6236269
2015,9,OR,4693674
2015,9,PA,17921657
2015,9,RI,497238
2015,9,SC,8215769
2015,9,SD,900936
2015,9,TN,6154061
2015,9,TX,41359402
2015,9,US-Total,350121648
2015,9,UT,3694870
2015,9,VA,7343041
2015,9,VT,78782
2015,9,WA,7916609
2015,9,WI,5763454
2015,9,WV,6003046
2015,9,WY,3838178
2015,10,AK,490132
2015,10,AL,12263170
2015,10,AR,3120636
2015,10,AZ,9503673
2015,10,CA,17230291
2015,10,CO,3967847
2015,10,CT,2621888
2015,10,DC,6426
2015,10,DE,483083
2015,10,FL,19304962
2015,10,GA,8803101
2015,10,HI,904186
2015,10,IA,4293838
2015,10,ID,1000012
2015,10,IL,15635464
2015,10,IN,8006894
2015,10,KS,3613266
2015,10,KY,6043826
2015,10,LA,8946884
2015,10,MA,2759611
2015,10,MD,2641606
2015,10,ME,1049327
2015,10,MI,8620474
2015,10,MN,4538724
2015,10,MO,6319704
2015,10,MS,4489535
2015,10,MT,2317057
2015,10,NC,9045127
2015,10,ND,3002719
2015,10,NE,3322729
2015,10,NH,742468
2015,10,NJ,6268527
2015,10,NM,2658665
2015,10,NV,3308808
2015,10,NY,11566971
2015,10,OH,9273022
2015,10,OK,5496670
2015,10,OR,4517597
2015,10,PA,15489861
2015,10,RI,495364
2015,10,SC,7214446
2015,10,SD,880708
2015,10,TN,5009553
2015,10,TX,35150533
2015,10,US-Total,312111680
2015,10,UT,3325758
2015,10,VA,5298771
2015,10,VT,141936
2015,10,WA,8261919
2015,10,WI,4893695
2015,10,WV,3821990
2015,10,WY,3948228
2015,11,AK,554900
2015,11,AL,11684714
2015,11,AR,3088888
2015,11,AZ,7956948
2015,11,CA,14125991
2015,11,CO,4141198
2015,11,CT,2871658
2015,11,DC,6409
2015,11,DE,422325
2015,11,FL,17964763
2015,11,GA,9159761
2015,11,HI,873715
2015,11,IA,3981119
2015,11,ID,1020034
2015,11,IL,15240794
2015,11,IN,7569580
2015,11,KS,3254189
2015,11,KY,5297240
2015,11,LA,8026593
2015,11,MA,2101083
2015,11,MD,2493700
2015,11,ME,980727
2015,11,MI,8982345
2015,11,MN,4582141
2015,11,MO,5830985
2015,11,MS,4987450
2015,11,MT,2401665
2015,11,NC,9349399
2015,11,ND,2913878
2015,11,NE,3028102
2015,11,NH,1265920
2015,11,NJ,5549405
2015,11,NM,2759458
2015,11,NV,2973089
2015,11,NY,10774625
2015,11,OH,7905028
2015,11,OK,6047746
2015,11,OR,5104845
2015,11,PA,16386638
2015,11,RI,529192
2015,11,SC,6969147
2015,11,SD,839755
2015,11,TN,4977745
2015,11,TX,31810618
2015,11,US-Total,300653268
2015,11,UT,2831451
2015,11,VA,5556921
2015,11,VT,157506
2015,11,WA,8950323
2015,11,WI,4991654
2015,11,WV,5308723
2015,11,WY,4071184
2015,12,AK,598967
2015,12,AL,12523182
2015,12,AR,3829503
2015,12,AZ,8895653
2015,12,CA,15464278
2015,12,CO,5002169
2015,12,CT,3380552
2015,12,DC,6685
2015,12,DE,431118
2015,12,FL,18327082
2015,12,GA,9692329
2015,12,HI,852807
2015,12,IA,4604692
2015,12,ID,1265152
2015,12,IL,15735083
2015,12,IN,7683511
2015,12,KS,3711656
2015,12,KY,6064536
2015,12,LA,8935042
2015,12,MA,2194222
2015,12,MD,2297043
2015,12,ME,979014
2015,12,MI,9255976
2015,12,MN,5113393
2015,12,MO,6387608
2015,12,MS,4882055
2015,12,MT,2598523
2015,12,NC,9701644
2015,12,ND,3024009
2015,12,NE,3415016
2015,12,NH,1658956
2015,12,NJ,6289630
2015,12,NM,3088305
2015,12,NV,3378928
2015,12,NY,10747753
2015,12,OH,8165453
2015,12,OK,6432776
2015,12,OR,5651660
2015,12,PA,16941129
2015,12,RI,435598
2015,12,SC,7531268
2015,12,SD,740607
2015,12,TN,5254941
2015,12,TX,34629687
2015,12,US-Total,324427224
2015,12,UT,3694971
2015,12,VA,7509969
2015,12,VT,211140
2015,12,WA,9659182
2015,12,WI,5615257
2015,12,WV,5725241
2015,12,WY,4212279
2016,1,AK,518991
2016,1,AL,12955794
2016,1,AR,5124009
2016,1,AZ,8592680
2016,1,CA,14894445
2016,1,CO,4738146
2016,1,CT,3191322
2016,1,DC,5008
2016,1,DE,535119
2016,1,FL,18001623
2016,1,GA,11323408
2016,1,HI,787779
2016,1,IA,5121403
2016,1,ID,1376531
2016,1,IL,17068843
2016,1,IN,9552449
2016,1,KS,4111477
2016,1,KY,7611251
2016,1,LA,9009049
2016,1,MA,2529467
2016,1,MD,2906729
2016,1,ME,1250074
2016,1,MI,10539761
2016,1,MN,5222895
2016,1,MO,7924576
2016,1,MS,5981782
2016,1,MT,2440266
2016,1,NC,12394817
2016,1,ND,3449733
2016,1,NE,3653521
2016,1,NH,1609990
2016,1,NJ,6610985
2016,1,NM,2932388
2016,1,NV,3279154
2016,1,NY,11433063
2016,1,OH,10992761
2016,1,OK,6440489
2016,1,OR,5324242
2016,1,PA,19544958
2016,1,RI,348810
2016,1,SC,8797446
2016,1,SD,975401
2016,1,TN,6743576
2016,1,TX,35846570
2016,1,US-Total,352745179
2016,1,UT,3518517
2016,1,VA,8302745
2016,1,VT,234313
2016,1,WA,9419576
2016,1,WI,5896655
2016,1,WV,7186425
2016,1,WY,4494165
2016,2,AK,479095
2016,2,AL,11381866
2016,2,AR,4149060
2016,2,AZ,7320305
2016,2,CA,13474898
2016,2,CO,4211829
2016,2,CT,3057521
2016,2,DC,4501
2016,2,DE,501957
2016,2,FL,16656359
2016,2,GA,9762394
2016,2,HI,724100
2016,2,IA,4606410
2016,2,ID,1289592
2016,2,IL,14347967
2016,2,IN,8500917
2016,2,KS,3833857
2016,2,KY,6676983
2016,2,LA,8167656
2016,2,MA,2374309
2016,2,MD,2779988
2016,2,ME,1165185
2016,2,MI,9435578
2016,2,MN,4738185
2016,2,MO,6524381
2016,2,MS,5466248
2016,2,MT,2229774
2016,2,NC,10771738
2016,2,ND,3020991
2016,2,NE,3053306
2016,2,NH,1426071
2016,2,NJ,5968956
2016,2,NM,2338796
2016,2,NV,2788022
2016,2,NY,10647525
2016,2,OH,9501156
2016,2,OK,5464632
2016,2,OR,5083990
2016,2,PA,17248645
2016,2,RI,361564
2016,2,SC,7954758
2016,2,SD,802790
2016,2,TN,5849420
2016,2,TX,31665593
2016,2,US-Total,313749114
2016,2,UT,2861956
2016,2,VA,8086772
2016,2,VT,212683
2016,2,WA,8843509
2016,2,WI,5262047
2016,2,WV,6705701
2016,2,WY,3967575
2016,3,AK,485618
2016,3,AL,11073046
2016,3,AR,4705467
2016,3,AZ,7523457
2016,3,CA,14329865
2016,3,CO,4296484
2016,3,CT,3027523
2016,3,DC,4819
2016,3,DE,610982
2016,3,FL,17504942
2016,3,GA,9066663
2016,3,HI,759037
2016,3,IA,4085385
2016,3,ID,1521853
2016,3,IL,14222675
2016,3,IN,7852743
2016,3,KS,3655886
2016,3,KY,5973182
2016,3,LA,8501325
2016,3,MA,2361356
2016,3,MD,2965255
2016,3,ME,885727
2016,3,MI,9016830
2016,3,MN,4805498
2016,3,MO,5660813
2016,3,MS,4160733
2016,3,MT,2115713
2016,3,NC,8789070
2016,3,ND,2814316
2016,3,NE,2861113
2016,3,NH,1241178
2016,3,NJ,6782264
2016,3,NM,2350435
2016,3,NV,2929432
2016,3,NY,10398548
2016,3,OH,8154858
2016,3,OK,5624446
2016,3,OR,5845191
2016,3,PA,15007491
2016,3,RI,634412
2016,3,SC,7575062
2016,3,SD,788784
2016,3,TN,5474515
2016,3,TX,32765126
2016,3,US-Total,304168045
2016,3,UT,2459896
2016,3,VA,6927503
2016,3,VT,188615
2016,3,WA,9990258
2016,3,WI,4739962
2016,3,WV,5268373
2016,3,WY,3384320
2016,4,AK,411990
2016,4,AL,9744207
2016,4,AR,4373201
2016,4,AZ,7363195
2016,4,CA,14515787
2016,4,CO,4221027
2016,4,CT,2666296
2016,4,DC,3693
2016,4,DE,751038
2016,4,FL,18558456
2016,4,GA,9389324
2016,4,HI,746929
2016,4,IA,3853577
2016,4,ID,1574722
2016,4,IL,13971522
2016,4,IN,7067787
2016,4,KS,3490848
2016,4,KY,5532138
2016,4,LA,8263205
2016,4,MA,2465925
2016,4,MD,2664866
2016,4,ME,891088
2016,4,MI,8106335
2016,4,MN,4740024
2016,4,MO,5035480
2016,4,MS,4321375
2016,4,MT,2066926
2016,4,NC,8669975
2016,4,ND,2527717
2016,4,NE,2714578
2016,4,NH,1697737
2016,4,NJ,6028049
2016,4,NM,1820739
2016,4,NV,2917450
2016,4,NY,9457897
2016,4,OH,8422191
2016,4,OK,5295430
2016,4,OR,5040558
2016,4,PA,14624879
2016,4,RI,406398
2016,4,SC,7261290
2016,4,SD,890524
2016,4,TN,5370912
2016,4,TX,32624089
2016,4,US-Total,292835675
2016,4,UT,2283916
2016,4,VA,5146561
2016,4,VT,140940
2016,4,WA,9993557
2016,4,WI,4360037
2016,4,WV,5602972
2016,4,WY,2746317
2016,5,AK,414758
2016,5,AL,11238395
2016,5,AR,4158774
2016,5,AZ,8405921
2016,5,CA,15585980
2016,5,CO,4146554
2016,5,CT,2698619
2016,5,DC,3833
2016,5,DE,660645
2016,5,FL,20432797
2016,5,GA,11272195
2016,5,HI,790729
2016,5,IA,3452889
2016,5,ID,1515349
2016,5,IL,13636496
2016,5,IN,7411054
2016,5,KS,3746140
2016,5,KY,5640004
2016,5,LA,9179684
2016,5,MA,2924307
2016,5,MD,2621564
2016,5,ME,911571
2016,5,MI,9227003
2016,5,MN,4746386
2016,5,MO,5566109
2016,5,MS,5864032
2016,5,MT,2123473
2016,5,NC,9807978
2016,5,ND,2566411
2016,5,NE,2859717
2016,5,NH,1637985
2016,5,NJ,5558573
2016,5,NM,2443421
2016,5,NV,3244689
2016,5,NY,10735768
2016,5,OH,7553344
2016,5,OK,5976355
2016,5,OR,4652430
2016,5,PA,16668225
2016,5,RI,683357
2016,5,SC,7687956
2016,5,SD,675486
2016,5,TN,6095358
2016,5,TX,36658836
2016,5,US-Total,317337192
2016,5,UT,2530060
2016,5,VA,7458844
2016,5,VT,151628
2016,5,WA,10184695
2016,5,WI,4856483
2016,5,WV,5273070
2016,5,WY,3001260
2016,6,AK,400041
2016,6,AL,12540488
2016,6,AR,5984680
2016,6,AZ,10838065
2016,6,CA,19185347
2016,6,CO,4794643
2016,6,CT,2668790
2016,6,DC,4971
2016,6,DE,878074
2016,6,FL,22623832
2016,6,GA,13072223
2016,6,HI,765798
2016,6,IA,4866094
2016,6,ID,1418079
2016,6,IL,16370463
2016,6,IN,9032292
2016,6,KS,4517576
2016,6,KY,6851163
2016,6,LA,9539655
2016,6,MA,3239251
2016,6,MD,3201605
2016,6,ME,903800
2016,6,MI,10175012
2016,6,MN,4916183
2016,6,MO,7544757
2016,6,MS,6302057
2016,6,MT,2188013
2016,6,NC,12163402
2016,6,ND,3031505
2016,6,NE,3246790
2016,6,NH,1541859
2016,6,NJ,6370807
2016,6,NM,3193408
2016,6,NV,3844638
2016,6,NY,11338315
2016,6,OH,10371750
2016,6,OK,7217878
2016,6,OR,4595828
2016,6,PA,17921747
2016,6,RI,650351
2016,6,SC,8611948
2016,6,SD,902421
2016,6,TN,7495419
2016,6,TX,42665556
2016,6,US-Total,368417873
2016,6,UT,3372479
2016,6,VA,8656731
2016,6,VT,154291
2016,6,WA,9864111
2016,6,WI,5985166
2016,6,WV,6604233
2016,6,WY,3794289
2016,7,AK,437680
2016,7,AL,13981654
2016,7,AR,6586853
2016,7,AZ,12176262
2016,7,CA,21332252
2016,7,CO,5365678
2016,7,CT,3345314
2016,7,DC,5554
2016,7,DE,1175803
2016,7,FL,24844406
2016,7,GA,14244319
2016,7,HI,844803
2016,7,IA,5263454
2016,7,ID,1495186
2016,7,IL,18084559
2016,7,IN,9695784
2016,7,KS,4889007
2016,7,KY,8177578
2016,7,LA,10888346
2016,7,MA,3769668
2016,7,MD,4254912
2016,7,ME,1128883
2016,7,MI,10598969
2016,7,MN,5398685
2016,7,MO,8309643
2016,7,MS,6307370
2016,7,MT,2516284
2016,7,NC,13945705
2016,7,ND,3562027
2016,7,NE,3604583
2016,7,NH,1813175
2016,7,NJ,6857828
2016,7,NM,3427884
2016,7,NV,4232033
2016,7,NY,13527396
2016,7,OH,11913506
2016,7,OK,8218857
2016,7,OR,4649056
2016,7,PA,21673306
2016,7,RI,811521
2016,7,SC,9598008
2016,7,SD,1017073
2016,7,TN,8102457
2016,7,TX,48118731
2016,7,US-Total,412449500
2016,7,UT,3699241
2016,7,VA,9822255
2016,7,VT,145863
2016,7,WA,9671595
2016,7,WI,6752371
2016,7,WV,7602707
2016,7,WY,4563417
2016,8,AK,456344
2016,8,AL,14146503
2016,8,AR,6556907
2016,8,AZ,12116514
2016,8,CA,21267554
2016,8,CO,5002934
2016,8,CT,3393899
2016,8,DC,5691
2016,8,DE,1105464
2016,8,FL,23905363
2016,8,GA,13781127
2016,8,HI,879114
2016,8,IA,4987108
2016,8,ID,1475557
2016,8,IL,17728925
2016,8,IN,9743099
2016,8,KS,4864227
2016,8,KY,8295689
2016,8,LA,10047453
2016,8,MA,3664893
2016,8,MD,4390928
2016,8,ME,1182453
2016,8,MI,11195095
2016,8,MN,5639060
2016,8,MO,8262390
2016,8,MS,6977941
2016,8,MT,2364711
2016,8,NC,14061855
2016,8,ND,3623127
2016,8,NE,3701412
2016,8,NH,1861728
2016,8,NJ,8436720
2016,8,NM,2705414
2016,8,NV,4132291
2016,8,NY,14144160
2016,8,OH,12598952
2016,8,OK,7504695
2016,8,OR,4779084
2016,8,PA,21583178
2016,8,RI,774796
2016,8,SC,9154764
2016,8,SD,1036165
2016,8,TN,8201346
2016,8,TX,46359205
2016,8,US-Total,410113282
2016,8,UT,3784800
2016,8,VA,9866813
2016,8,VT,142270
2016,8,WA,9279011
2016,8,WI,6864730
2016,8,WV,7535705
2016,8,WY,4544119
2016,9,AK,429522
2016,9,AL,13071244
2016,9,AR,5539123
2016,9,AZ,10376734
2016,9,CA,17941708
2016,9,CO,4254093
2016,9,CT,3088885
2016,9,DC,5068
2016,9,DE,797561
2016,9,FL,22050946
2016,9,GA,11502824
2016,9,HI,824928
2016,9,IA,4527085
2016,9,ID,1109108
2016,9,IL,15911915
2016,9,IN,8127172
2016,9,KS,3540476
2016,9,KY,6778282
2016,9,LA,9115825
2016,9,MA,2590971
2016,9,MD,3482864
2016,9,ME,844115
2016,9,MI,9262902
2016,9,MN,4778345
2016,9,MO,6564646
2016,9,MS,5640686
2016,9,MT,2301865
2016,9,NC,11890051
2016,9,ND,3081190
2016,9,NE,3057477
2016,9,NH,1663657
2016,9,NJ,6707660
2016,9,NM,2473236
2016,9,NV,3328022
2016,9,NY,11546757
2016,9,OH,10683050
2016,9,OK,7104056
2016,9,OR,4881765
2016,9,PA,18553683
2016,9,RI,622905
2016,9,SC,7571333
2016,9,SD,831702
2016,9,TN,7090535
2016,9,TX,41913140
2016,9,US-Total,351768832
2016,9,UT,3301956
2016,9,VA,7886665
2016,9,VT,128653
2016,9,WA,8030327
2016,9,WI,5442756
2016,9,WV,5742831
2016,9,WY,3776530
2016,10,AK,421725
2016,10,AL,10384707
2016,10,AR,4035635
2016,10,AZ,8707550
2016,10,CA,16766749
2016,10,CO,4098743
2016,10,CT,3052477
2016,10,DC,3385
2016,10,DE,786068
2016,10,FL,19229571
2016,10,GA,10171884
2016,10,HI,859476
2016,10,IA,4253444
2016,10,ID,967812
2016,10,IL,14844453
2016,10,IN,7831057
2016,10,KS,3272908
2016,10,KY,6175198
2016,10,LA,7693807
2016,10,MA,2115285
2016,10,MD,3021823
2016,10,ME,813976
2016,10,MI,8070667
2016,10,MN,4595710
2016,10,MO,5446233
2016,10,MS,4130818
2016,10,MT,2293451
2016,10,NC,9201507
2016,10,ND,3220165
2016,10,NE,2694441
2016,10,NH,1477466
2016,10,NJ,6383652
2016,10,NM,3317093
2016,10,NV,2930016
2016,10,NY,10397110
2016,10,OH,9059990
2016,10,OK,6922174
2016,10,OR,4175318
2016,10,PA,15630401
2016,10,RI,424633
2016,10,SC,7293996
2016,10,SD,651335
2016,10,TN,6307926
2016,10,TX,37679231
2016,10,US-Total,312828414
2016,10,UT,3368136
2016,10,VA,5847920
2016,10,VT,130896
2016,10,WA,8071856
2016,10,WI,4539766
2016,10,WV,5331513
2016,10,WY,3727261
2016,11,AK,452693
2016,11,AL,10683039
2016,11,AR,4017081
2016,11,AZ,7194821
2016,11,CA,14303434
2016,11,CO,4331924
2016,11,CT,3078082
2016,11,DC,4250
2016,11,DE,552629
2016,11,FL,16410429
2016,11,GA,9287815
2016,11,HI,795702
2016,11,IA,4241460
2016,11,ID,1003210
2016,11,IL,13672642
2016,11,IN,7418075
2016,11,KS,3273224
2016,11,KY,5429762
2016,11,LA,7802818
2016,11,MA,1917455
2016,11,MD,2223797
2016,11,ME,769191
2016,11,MI,8226660
2016,11,MN,4812715
2016,11,MO,5340515
2016,11,MS,3422520
2016,11,MT,2708162
2016,11,NC,8956969
2016,11,ND,3068762
2016,11,NE,2707483
2016,11,NH,1580725
2016,11,NJ,5583544
2016,11,NM,2837031
2016,11,NV,2957375
2016,11,NY,9853473
2016,11,OH,9016189
2016,11,OK,6046822
2016,11,OR,4459239
2016,11,PA,16933666
2016,11,RI,437467
2016,11,SC,7316509
2016,11,SD,861785
2016,11,TN,6272994
2016,11,TX,32812333
2016,11,US-Total,297427348
2016,11,UT,3011681
2016,11,VA,6521933
2016,11,VT,121490
2016,11,WA,8869162
2016,11,WI,4828127
2016,11,WV,5345675
2016,11,WY,3652812
2016,12,AK,508749
2016,12,AL,11821327
2016,12,AR,5186194
2016,12,AZ,8154046
2016,12,CA,15440105
2016,12,CO,4932152
2016,12,CT,3185916
2016,12,DC,4069
2016,12,DE,410025
2016,12,FL,17875297
2016,12,GA,10443973
2016,12,HI,829174
2016,12,IA,5534867
2016,12,ID,1264249
2016,12,IL,17078382
2016,12,IN,9591381
2016,12,KS,4509709
2016,12,KY,7203593
2016,12,LA,8479250
2016,12,MA,2500593
2016,12,MD,2767999
2016,12,ME,903890
2016,12,MI,8864253
2016,12,MN,5753949
2016,12,MO,6744892
2016,12,MS,4330372
2016,12,MT,2804678
2016,12,NC,10832871
2016,12,ND,3615784
2016,12,NE,3448609
2016,12,NH,1697851
2016,12,NJ,6330837
2016,12,NM,3169953
2016,12,NV,2965879
2016,12,NY,10769505
2016,12,OH,11088237
2016,12,OK,6311028
2016,12,OR,5938413
2016,12,PA,19420714
2016,12,RI,431897
2016,12,SC,8146782
2016,12,SD,930023
2016,12,TN,7030378
2016,12,TX,36423967
2016,12,US-Total,345238307
2016,12,UT,3598002
2016,12,VA,7914013
2016,12,VT,149234
2016,12,WA,10566030
2016,12,WI,5268495
2016,12,WV,7426601
2016,12,WY,4640120
2017,1,AK,566684
2017,1,AL,10940022
2017,1,AR,5413456
2017,1,AZ,7978430
2017,1,CA,17444705
2017,1,CO,4967360
2017,1,CT,3235848
2017,1,DC,9717
2017,1,DE,475758
2017,1,FL,17547018
2017,1,GA,10303007
2017,1,HI,805552
2017,1,IA,5287940
2017,1,ID,1394871
2017,1,IL,16523439
2017,1,IN,9510583
2017,1,KS,4452877
2017,1,KY,6984550
2017,1,LA,8101415
2017,1,MA,2658730
2017,1,MD,2691708
2017,1,ME,920925
2017,1,MI,9694351
2017,1,MN,5503037
2017,1,MO,7842181
2017,1,MS,4192618
2017,1,MT,2740069
2017,1,NC,10911781
2017,1,ND,3542706
2017,1,NE,3359907
2017,1,NH,1422507
2017,1,NJ,6132848
2017,1,NM,3140050
2017,1,NV,3019049
2017,1,NY,10399443
2017,1,OH,10123558
2017,1,OK,6281537
2017,1,OR,5927088
2017,1,PA,17486097
2017,1,RI,318277
2017,1,SC,8239783
2017,1,SD,896728
2017,1,TN,7172818
2017,1,TX,35000263
2017,1,US-Total,341518167
2017,1,UT,3656214
2017,1,VA,8141250
2017,1,VT,173544
2017,1,WA,10747129
2017,1,WI,5721852
2017,1,WV,7058805
2017,1,WY,4458083
2017,2,AK,430748
2017,2,AL,9920212
2017,2,AR,4590745
2017,2,AZ,6668968
2017,2,CA,14530680
2017,2,CO,4184684
2017,2,CT,2722815
2017,2,DC,5497
2017,2,DE,480982
2017,2,FL,15738010
2017,2,GA,8673807
2017,2,HI,718950
2017,2,IA,3819467
2017,2,ID,1213837
2017,2,IL,13219560
2017,2,IN,7716882
2017,2,KS,3787574
2017,2,KY,5273425
2017,2,LA,6895269
2017,2,MA,2476980
2017,2,MD,2026843
2017,2,ME,853405
2017,2,MI,8320145
2017,2,MN,4732277
2017,2,MO,6337844
2017,2,MS,3826683
2017,2,MT,2457502
2017,2,NC,9002836
2017,2,ND,3480064
2017,2,NE,2979500
2017,2,NH,1298569
2017,2,NJ,5297003
2017,2,NM,2510487
2017,2,NV,2520957
2017,2,NY,9152044
2017,2,OH,9562897
2017,2,OK,5373801
2017,2,OR,4904170
2017,2,PA,15217290
2017,2,RI,282279
2017,2,SC,6926683
2017,2,SD,812014
2017,2,TN,6074449
2017,2,TX,30362995
2017,2,US-Total,290296836
2017,2,UT,2645746
2017,2,VA,6946337
2017,2,VT,162611
2017,2,WA,9046630
2017,2,WI,4947492
2017,2,WV,5405902
2017,2,WY,3760291
2017,3,AK,519007
2017,3,AL,10795682
2017,3,AR,4113707
2017,3,AZ,7151297
2017,3,CA,15919407
2017,3,CO,4365663
2017,3,CT,2917328
2017,3,DC,8894
2017,3,DE,720288
2017,3,FL,17978884
2017,3,GA,9583997
2017,3,HI,842831
2017,3,IA,4276690
2017,3,ID,1541834
2017,3,IL,14914302
2017,3,IN,8105232
2017,3,KS,4196013
2017,3,KY,5745254
2017,3,LA,7456340
2017,3,MA,3069733
2017,3,MD,2596155
2017,3,ME,1022536
2017,3,MI,9466763
2017,3,MN,4967447
2017,3,MO,6859633
2017,3,MS,5624465
2017,3,MT,2356889
2017,3,NC,10558794
2017,3,ND,3598145
2017,3,NE,2934431
2017,3,NH,1460331
2017,3,NJ,7012010
2017,3,NM,2976651
2017,3,NV,2676507
2017,3,NY,10599721
2017,3,OH,10150217
2017,3,OK,5909172
2017,3,OR,5183094
2017,3,PA,16464608
2017,3,RI,359701
2017,3,SC,7268295
2017,3,SD,1109522
2017,3,TN,6108079
2017,3,TX,33454110
2017,3,US-Total,320290909
2017,3,UT,2212668
2017,3,VA,7964009
2017,3,VT,186399
2017,3,WA,10915818
2017,3,WI,4748471
2017,3,WV,5649687
2017,3,WY,3674200
2017,4,AK,433430
2017,4,AL,11055626
2017,4,AR,4155350
2017,4,AZ,7007189
2017,4,CA,15308001
2017,4,CO,4024316
2017,4,CT,2073046
2017,4,DC,3865
2017,4,DE,518763
2017,4,FL,18792122
2017,4,GA,9501007
2017,4,HI,809442
2017,4,IA,4536051
2017,4,ID,1476513
2017,4,IL,14164483
2017,4,IN,6796924
2017,4,KS,3673793
2017,4,KY,4856126
2017,4,LA,6852068
2017,4,MA,2317439
2017,4,MD,2449761
2017,4,ME,914710
2017,4,MI,8624772
2017,4,MN,3756996
2017,4,MO,6387439
2017,4,MS,4208219
2017,4,MT,2143152
2017,4,NC,8921276
2017,4,ND,3084133
2017,4,NE,2362527
2017,4,NH,777062
2017,4,NJ,5561582
2017,4,NM,2491564
2017,4,NV,2518076
2017,4,NY,9146642
2017,4,OH,9285309
2017,4,OK,5710417
2017,4,OR,4678772
2017,4,PA,13928517
2017,4,RI,362476
2017,4,SC,7465720
2017,4,SD,906711
2017,4,TN,4952306
2017,4,TX,33473422
2017,4,US-Total,293752390
2017,4,UT,2081006
2017,4,VA,6599888
2017,4,VT,176459
2017,4,WA,10556940
2017,4,WI,4055813
2017,4,WV,4853130
2017,4,WY,2962038
2017,5,AK,437119
2017,5,AL,11776391
2017,5,AR,4047510
2017,5,AZ,8375746
2017,5,CA,16749895
2017,5,CO,4278264
2017,5,CT,2544896
2017,5,DC,4614
2017,5,DE,738364
2017,5,FL,21561604
2017,5,GA,11278778
2017,5,HI,834736
2017,5,IA,4824451
2017,5,ID,1504949
2017,5,IL,13616660
2017,5,IN,6552446
2017,5,KS,3952837
2017,5,KY,6147350
2017,5,LA,7938353
2017,5,MA,2297159
2017,5,MD,2925568
2017,5,ME,924739
2017,5,MI,9602439
2017,5,MN,4311691
2017,5,MO,7346597
2017,5,MS,5680864
2017,5,MT,2150325
2017,5,NC,10909672
2017,5,ND,3077562
2017,5,NE,2536511
2017,5,NH,1431748
2017,5,NJ,5496020
2017,5,NM,2396589
2017,5,NV,2858467
2017,5,NY,9969565
2017,5,OH,9132230
2017,5,OK,5786011
2017,5,OR,4913686
