Year,Month,State,industrial_usage
2005,3,NC,2400
2005,4,NC,2460
2005,5,NC,2584
2005,6,NC,2580
2005,7,NC,2678
2005,8,NC,2823
2005,9,NC,2554
2005,10,NC,2595
2005,11,NC,2532
2005,12,NC,2321
2006,1,NC,2192
2006,2,NC,2404
2006,3,NC,2345
2006,4,NC,2388
2006,5,NC,2628
2006,6,NC,2508
2006,7,NC,2606
2006,8,NC,2716
2006,9,NC,2332
2006,10,NC,2643
2006,11,NC,2351
2006,12,NC,2149
2007,1,NC,2226
2007,2,NC,2255
2007,3,NC,2251
2007,4,NC,2408
2007,5,NC,2521
2007,6,NC,2473
2007,7,NC,2532
2007,8,NC,2768
2007,9,NC,2291
2007,10,NC,2622
2007,11,NC,2434
2007,12,NC,2196
2008,1,NC,2168
2008,2,NC,2292
2008,3,NC,2297
2008,4,NC,2301
2008,5,NC,2583
2008,6,NC,2542
2008,7,NC,2246
2008,8,NC,2573
2008,9,NC,2451
2008,10,NC,2282
2008,11,NC,2242
2008,12,NC,1794
2009,1,NC,1843
2009,2,NC,1917
2009,3,NC,1961
2009,4,NC,1942
2009,5,NC,2108
2009,6,NC,2325
2009,7,NC,2017
2009,8,NC,2485
2009,9,NC,2181
2009,10,NC,2112
2009,11,NC,2197
2009,12,NC,2012
2010,1,NC,1776
2010,2,NC,2090
2010,3,NC,2068
2010,4,NC,2092
2010,5,NC,2356
2010,6,NC,2451
2010,7,NC,2182
2010,8,NC,2531
2010,9,NC,2274
2010,10,NC,2182
2010,11,NC,2303
2010,12,NC,2010
2011,1,NC,1833
2011,2,NC,2109
2011,3,NC,2243
2011,4,NC,2172
2011,5,NC,2512
2011,6,NC,2118
2011,7,NC,2352
2011,8,NC,2516
2011,9,NC,2164
2011,10,NC,2327
2011,11,NC,2124
2011,12,NC,2085
2012,1,NC,1881
2012,2,NC,2200
2012,3,NC,2171
2012,4,NC,2269
2012,5,NC,2441
2012,6,NC,2317
2012,7,NC,2268
2012,8,NC,2388
2012,9,NC,2197
2012,10,NC,2495
2012,11,NC,2170
2012,12,NC,2100
2013,1,NC,1973
2013,2,NC,2095
2013,3,NC,2124
2013,4,NC,2192
2013,5,NC,2421
2013,6,NC,2297
2013,7,NC,2523
2013,8,NC,2333
2013,9,NC,2329
2013,10,NC,2353
2013,11,NC,2312
2013,12,NC,1920
2014,1,NC,2011
2014,2,NC,1939
2014,3,NC,2263
2014,4,NC,2134
2014,5,NC,2479
2014,6,NC,2380
2014,7,NC,2232
2014,8,NC,2614
2014,9,NC,2266
2014,10,NC,2287
2014,11,NC,2392
2014,12,NC,1969
2015,1,NC,2069
2015,2,NC,2261
2015,3,NC,1949
2015,4,NC,2269
2015,5,NC,2536
2015,6,NC,2484
2015,7,NC,2336
2015,8,NC,2520
2015,9,NC,2348
2015,10,NC,2303
2015,11,NC,2329
2015,12,NC,2298
2016,1,NC,2014
2016,2,NC,2162
2016,3,NC,2181
2016,4,NC,2284
2016,5,NC,2351
2016,6,NC,2362
2016,7,NC,2526
2016,8,NC,2525
2016,9,NC,2300
2016,10,NC,2268
2016,11,NC,2192
2016,12,NC,2172
2017,1,NC,2066
2017,2,NC,2034
2017,3,NC,2260
2017,4,NC,2144
2017,5,NC,2664
2017,6,NC,2295
2017,7,NC,2379
2017,8,NC,2520
2017,9,NC,2258
2017,10,NC,2292
2017,11,NC,2289
2017,12,NC,2190
2018,1,NC,2085
2018,2,NC,1975
2018,3,NC,2293
2018,4,NC,2142
2018,5,NC,2488
2018,6,NC,2343
2018,7,NC,2550
2018,8,NC,2529
2018,9,NC,2151
2018,10,NC,2425
2018,11,NC,2329
2018,12,NC,2043
2019,1,NC,2128
2019,2,NC,1918
2019,3,NC,2179
2019,4,NC,2145
2019,5,NC,2386
2019,6,NC,2260
2019,7,NC,2515
2019,8,NC,2339
2019,9,NC,2283
2019,10,NC,2230
2019,11,NC,2017
2019,12,NC,2206
2020,1,NC,2092
2020,2,NC,2054
2020,3,NC,2193
2020,4,NC,1726
2001,1,SC,2509
2001,2,SC,2586
2001,3,SC,2600
2001,4,SC,2638
2001,5,SC,2721
2001,6,SC,2673
2001,7,SC,2646
2001,8,SC,2766
2001,9,SC,2737
2001,10,SC,2688
2001,11,SC,2505
2001,12,SC,2459
2002,1,SC,2424
2002,2,SC,2490
2002,3,SC,2471
2002,4,SC,2648
2002,5,SC,2755
2002,6,SC,2759
2002,7,SC,2794
2002,8,SC,2892
2002,9,SC,2791
2002,10,SC,2713
2002,11,SC,2647
2002,12,SC,2542
2003,1,SC,2505
2003,2,SC,2460
2003,3,SC,2540
2003,4,SC,2599
2003,5,SC,2708
2003,6,SC,2709
2003,7,SC,2636
2003,8,SC,2861
2003,9,SC,2611
2003,10,SC,2635
2003,11,SC,2573
2003,12,SC,2460
2004,1,SC,2423
2004,2,SC,2429
2004,3,SC,2587
2004,4,SC,2579
2004,5,SC,2813
2004,6,SC,2696
2004,7,SC,2791
2004,8,SC,2903
2004,9,SC,2705
2004,10,SC,2694
2004,11,SC,2692
2004,12,SC,2574
2005,1,SC,2487
2005,2,SC,2457
2005,3,SC,2565
2005,4,SC,2711
2005,5,SC,2771
2005,6,SC,2730
2005,7,SC,2758
2005,8,SC,2973
2005,9,SC,2737
2005,10,SC,2749
2005,11,SC,2668
2005,12,SC,2473
2006,1,SC,2498
2006,2,SC,2537
2006,3,SC,2567
2006,4,SC,2591
2006,5,SC,2739
2006,6,SC,2689
2006,7,SC,2738
2006,8,SC,2869
2006,9,SC,2626
2006,10,SC,2660
2006,11,SC,2481
2006,12,SC,2422
2007,1,SC,2483
2007,2,SC,2398
2007,3,SC,2467
2007,4,SC,2560
2007,5,SC,2616
2007,6,SC,2633
2007,7,SC,2633
2007,8,SC,2754
2007,9,SC,2555
2007,10,SC,2645
2007,11,SC,2492
2007,12,SC,2396
2008,1,SC,2437
2008,2,SC,2421
2008,3,SC,2483
2008,4,SC,2518
2008,5,SC,2549
2008,6,SC,2663
2008,7,SC,2491
2008,8,SC,2647
2008,9,SC,2473
2008,10,SC,2344
2008,11,SC,2224
2008,12,SC,1997
2009,1,SC,2031
2009,2,SC,1987
2009,3,SC,1991
2009,4,SC,1970
2009,5,SC,2081
2009,6,SC,2275
2009,7,SC,2139
2009,8,SC,2344
2009,9,SC,2190
2009,10,SC,2177
2009,11,SC,2130
2009,12,SC,2106
2010,1,SC,2060
2010,2,SC,2083
2010,3,SC,2169
2010,4,SC,2223
2010,5,SC,2343
2010,6,SC,2426
2010,7,SC,2346
2010,8,SC,2524
2010,9,SC,2332
2010,10,SC,2296
2010,11,SC,2307
2010,12,SC,2199
2011,1,SC,2186
2011,2,SC,2167
2011,3,SC,2312
2011,4,SC,2340
2011,5,SC,2487
2011,6,SC,2326
2011,7,SC,2454
2011,8,SC,2598
2011,9,SC,2372
2011,10,SC,2395
2011,11,SC,2233
2011,12,SC,2224
2012,1,SC,2233
2012,2,SC,2256
2012,3,SC,2347
2012,4,SC,2395
2012,5,SC,2436
2012,6,SC,2363
2012,7,SC,2505
2012,8,SC,2473
2012,9,SC,2294
2012,10,SC,2454
2012,11,SC,2231
2012,12,SC,2176
2013,1,SC,2315
2013,2,SC,2184
2013,3,SC,2299
2013,4,SC,2350
2013,5,SC,2449
2013,6,SC,2413
2013,7,SC,2608
2013,8,SC,2545
2013,9,SC,2469
2013,10,SC,2505
2013,11,SC,2458
2013,12,SC,2075
2014,1,SC,2350
2014,2,SC,2143
2014,3,SC,2464
2014,4,SC,2363
2014,5,SC,2503
2014,6,SC,2543
2014,7,SC,2481
2014,8,SC,2688
2014,9,SC,2495
2014,10,SC,2464
2014,11,SC,2475
2014,12,SC,2280
2015,1,SC,2321
2015,2,SC,2329
2015,3,SC,2286
2015,4,SC,2407
2015,5,SC,2565
2015,6,SC,2608
2015,7,SC,2545
2015,8,SC,2687
2015,9,SC,2468
2015,10,SC,2440
2015,11,SC,2542
2015,12,SC,2144
2016,1,SC,2184
2016,2,SC,2131
2016,3,SC,2080
2016,4,SC,2203
2016,5,SC,2349
2016,6,SC,2232
2016,7,SC,2376
2016,8,SC,2441
2016,9,SC,2192
2016,10,SC,2208
2016,11,SC,2224
2016,12,SC,2066
2017,1,SC,2160
2017,2,SC,2071
2017,3,SC,2177
2017,4,SC,2327
2017,5,SC,2319
2017,6,SC,2251
2017,7,SC,2438
2017,8,SC,2458
2017,9,SC,2220
2017,10,SC,2361
2017,11,SC,2192
2017,12,SC,2140
2018,1,SC,2206
2018,2,SC,2062
2018,3,SC,2227
2018,4,SC,2287
2018,5,SC,2438
2018,6,SC,2372
2018,7,SC,2481
2018,8,SC,2609
2018,9,SC,2500
2018,10,SC,2286
2018,11,SC,2002
2018,12,SC,2085
2019,1,SC,2281
2019,2,SC,2024
2019,3,SC,2136
2019,4,SC,2239
2019,5,SC,2316
2019,6,SC,2182
2019,7,SC,2394
2019,8,SC,2424
2019,9,SC,2329
2019,10,SC,2292
2019,11,SC,2077
2019,12,SC,2073
2020,1,SC,2059
2020,2,SC,2040
2020,3,SC,2142
2020,4,SC,1910
2001,1,VA,1623
2001,2,VA,1512
2001,3,VA,1640
2001,4,VA,1632
2001,5,VA,1643
2001,6,VA,1695
2001,7,VA,1716
2001,8,VA,1751
2001,9,VA,1646
2001,10,VA,1691
2001,11,VA,1555
2001,12,VA,1599
2002,1,VA,1470
2002,2,VA,1523
2002,3,VA,1549
2002,4,VA,1674
2002,5,VA,1632
2002,6,VA,1868
2002,7,VA,1616
2002,8,VA,1691
2002,9,VA,1730
2002,10,VA,1669
2002,11,VA,1589
2002,12,VA,1510
2003,1,VA,1647
2003,2,VA,1492
2003,3,VA,1507
2003,4,VA,1673
2003,5,VA,1538
2003,6,VA,1675
2003,7,VA,1695
2003,8,VA,1768
2003,9,VA,1538
2003,10,VA,1625
2003,11,VA,1543
2003,12,VA,1582
2004,1,VA,1585
2004,2,VA,1504
2004,3,VA,1574
2004,4,VA,1638
2004,5,VA,1790
2004,6,VA,1625
2004,7,VA,1702
2004,8,VA,1790
2004,9,VA,1633
2004,10,VA,1646
2004,11,VA,1631
2004,12,VA,1617
2005,1,VA,1508
2005,2,VA,1398
2005,3,VA,1596
2005,4,VA,1543
2005,5,VA,1636
2005,6,VA,1695
2005,7,VA,1719
2005,8,VA,1741
2005,9,VA,1683
2005,10,VA,1670
2005,11,VA,1547
2005,12,VA,1618
2006,1,VA,1382
2006,2,VA,1589
2006,3,VA,1502
2006,4,VA,1505
2006,5,VA,1672
2006,6,VA,1638
2006,7,VA,1740
2006,8,VA,1716
2006,9,VA,1604
2006,10,VA,1618
2006,11,VA,1526
2006,12,VA,1506
2007,1,VA,1561
2007,2,VA,1468
2007,3,VA,1501
2007,4,VA,1558
2007,5,VA,1657
2007,6,VA,1665
2007,7,VA,1599
2007,8,VA,1720
2007,9,VA,1573
2007,10,VA,1591
2007,11,VA,1582
2007,12,VA,1449
2008,1,VA,1405
2008,2,VA,1493
2008,3,VA,1583
2008,4,VA,1459
2008,5,VA,1722
2008,6,VA,1639
2008,7,VA,1622
2008,8,VA,1663
2008,9,VA,1532
2008,10,VA,1577
2008,11,VA,1498
2008,12,VA,1246
2009,1,VA,1421
2009,2,VA,1261
2009,3,VA,1254
2009,4,VA,1349
2009,5,VA,1360
2009,6,VA,1399
2009,7,VA,1500
2009,8,VA,1535
2009,9,VA,1384
2009,10,VA,1471
2009,11,VA,1375
2009,12,VA,1369
2010,1,VA,1254
2010,2,VA,1089
2010,3,VA,1432
2010,4,VA,1419
2010,5,VA,1464
2010,6,VA,1456
2010,7,VA,1609
2010,8,VA,1562
2010,9,VA,1471
2010,10,VA,1411
2010,11,VA,1473
2010,12,VA,1500
2011,1,VA,1318
2011,2,VA,1319
2011,3,VA,1413
2011,4,VA,1445
2011,5,VA,1509
2011,6,VA,1487
2011,7,VA,1648
2011,8,VA,1434
2011,9,VA,1461
2011,10,VA,1475
2011,11,VA,1386
2011,12,VA,1323
2012,1,VA,1397
2012,2,VA,1382
2012,3,VA,1394
2012,4,VA,1477
2012,5,VA,1486
2012,6,VA,1496
2012,7,VA,1542
2012,8,VA,1491
2012,9,VA,1415
2012,10,VA,1506
2012,11,VA,1423
2012,12,VA,1307
2013,1,VA,1315
2013,2,VA,1378
2013,3,VA,1417
2013,4,VA,1284
2013,5,VA,1485
2013,6,VA,1480
2013,7,VA,1594
2013,8,VA,1499
2013,9,VA,1405
2013,10,VA,1510
2013,11,VA,1439
2013,12,VA,1346
2014,1,VA,1489
2014,2,VA,1290
2014,3,VA,1449
2014,4,VA,1377
2014,5,VA,1559
2014,6,VA,1515
2014,7,VA,1498
2014,8,VA,1541
2014,9,VA,1535
2014,10,VA,1522
2014,11,VA,1499
2014,12,VA,1427
2015,1,VA,1320
2015,2,VA,1439
2015,3,VA,1268
2015,4,VA,1529
2015,5,VA,1569
2015,6,VA,1563
2015,7,VA,1548
2015,8,VA,1562
2015,9,VA,1464
2015,10,VA,1564
2015,11,VA,1320
2015,12,VA,1392
2016,1,VA,1559
2016,2,VA,1300
2016,3,VA,1413
2016,4,VA,1544
2016,5,VA,1512
2016,6,VA,1488
2016,7,VA,1533
2016,8,VA,1625
2016,9,VA,1496
2016,10,VA,1467
2016,11,VA,1390
2016,12,VA,1320
2017,1,VA,1302
2017,2,VA,1280
2017,3,VA,1544
2017,4,VA,1372
2017,5,VA,1515
2017,6,VA,1549
2017,7,VA,1428
2017,8,VA,1532
2017,9,VA,1396
2017,10,VA,1479
2017,11,VA,1332
2017,12,VA,1441
2018,1,VA,1434
2018,2,VA,1282
2018,3,VA,1507
2018,4,VA,1355
2018,5,VA,1588
2018,6,VA,1496
2018,7,VA,1590
2018,8,VA,1586
2018,9,VA,1522
2018,10,VA,1531
2018,11,VA,1490
2018,12,VA,1357
2019,1,VA,1408
2019,2,VA,1222
2019,3,VA,1375
2019,4,VA,1259
2019,5,VA,1332
2019,6,VA,1498
2019,7,VA,1405
2019,8,VA,1484
2019,9,VA,1443
2019,10,VA,1465
2019,11,VA,1346
2019,12,VA,1199
2020,1,VA,1405
2020,2,VA,1347
2020,3,VA,1291
2020,4,VA,1196
2001,1,WV,1008
2001,2,WV,875
2001,3,WV,921
2001,4,WV,954
2001,5,WV,941
2001,6,WV,908
2001,7,WV,862
2001,8,WV,896
2001,9,WV,863
2001,10,WV,967
2001,11,WV,887
2001,12,WV,897
2002,1,WV,934
2002,2,WV,872
2002,3,WV,890
2002,4,WV,893
2002,5,WV,935
2002,6,WV,900
2002,7,WV,873
2002,8,WV,913
2002,9,WV,891
2002,10,WV,983
2002,11,WV,931
2002,12,WV,890
2003,1,WV,974
2003,2,WV,828
2003,3,WV,876
2003,4,WV,922
2003,5,WV,893
2003,6,WV,872
2003,7,WV,876
2003,8,WV,879
2003,9,WV,791
2003,10,WV,974
2003,11,WV,860
2003,12,WV,942
2004,1,WV,866
2004,2,WV,863
2004,3,WV,910
2004,4,WV,917
2004,5,WV,945
2004,6,WV,888
2004,7,WV,872
2004,8,WV,924
2004,9,WV,883
2004,10,WV,944
2004,11,WV,931
2004,12,WV,997
2005,1,WV,893
2005,2,WV,913
2005,3,WV,1012
2005,4,WV,945
2005,5,WV,937
2005,6,WV,958
2005,7,WV,843
2005,8,WV,912
2005,9,WV,911
2005,10,WV,943
2005,11,WV,1012
2005,12,WV,1032
2006,1,WV,1089
2006,2,WV,1148
2006,3,WV,1189
2006,4,WV,1114
2006,5,WV,1235
2006,6,WV,1184
2006,7,WV,1116
2006,8,WV,1152
2006,9,WV,1043
2006,10,WV,1284
2006,11,WV,1163
2006,12,WV,1197
2007,1,WV,1212
2007,2,WV,1164
2007,3,WV,1182
2007,4,WV,1235
2007,5,WV,1256
2007,6,WV,1269
2007,7,WV,1173
2007,8,WV,1294
2007,9,WV,1116
2007,10,WV,1279
2007,11,WV,1273
2007,12,WV,1207
2008,1,WV,1248
2008,2,WV,1185
2008,3,WV,1209
2008,4,WV,1223
2008,5,WV,1250
2008,6,WV,1264
2008,7,WV,1216
2008,8,WV,1234
2008,9,WV,1186
2008,10,WV,1307
2008,11,WV,1305
2008,12,WV,1111
2009,1,WV,1148
2009,2,WV,915
2009,3,WV,917
2009,4,WV,849
2009,5,WV,858
2009,6,WV,838
2009,7,WV,821
2009,8,WV,946
2009,9,WV,903
2009,10,WV,936
2009,11,WV,917
2009,12,WV,937
2010,1,WV,904
2010,2,WV,921
2010,3,WV,962
2010,4,WV,942
2010,5,WV,961
2010,6,WV,941
2010,7,WV,973
2010,8,WV,1002
2010,9,WV,958
2010,10,WV,1097
2010,11,WV,920
2010,12,WV,1040
2011,1,WV,953
2011,2,WV,954
2011,3,WV,1030
2011,4,WV,965
2011,5,WV,973
2011,6,WV,950
2011,7,WV,953
2011,8,WV,967
2011,9,WV,1000
2011,10,WV,1024
2011,11,WV,1016
2011,12,WV,936
2012,1,WV,993
2012,2,WV,1002
2012,3,WV,939
2012,4,WV,985
2012,5,WV,1073
2012,6,WV,911
2012,7,WV,1016
2012,8,WV,989
2012,9,WV,932
2012,10,WV,1068
2012,11,WV,996
2012,12,WV,951
2013,1,WV,1069
2013,2,WV,941
2013,3,WV,1097
2013,4,WV,915
2013,5,WV,1075
2013,6,WV,996
2013,7,WV,951
2013,8,WV,1010
2013,9,WV,945
2013,10,WV,1025
2013,11,WV,1033
2013,12,WV,962
2014,1,WV,1038
2014,2,WV,948
2014,3,WV,1089
2014,4,WV,1022
2014,5,WV,1086
2014,6,WV,1042
2014,7,WV,1032
2014,8,WV,1137
2014,9,WV,1059
2014,10,WV,1171
2014,11,WV,1128
2014,12,WV,1078
2015,1,WV,1181
2015,2,WV,1071
2015,3,WV,1094
2015,4,WV,1046
2015,5,WV,1152
2015,6,WV,1099
2015,7,WV,1111
2015,8,WV,1085
2015,9,WV,1086
2015,10,WV,1101
2015,11,WV,1017
2015,12,WV,1021
2016,1,WV,1110
2016,2,WV,1008
2016,3,WV,1077
2016,4,WV,1072
2016,5,WV,1082
2016,6,WV,1034
2016,7,WV,1062
2016,8,WV,1136
2016,9,WV,1082
2016,10,WV,1083
2016,11,WV,1080
2016,12,WV,1048
2017,1,WV,1057
2017,2,WV,1005
2017,3,WV,1159
2017,4,WV,1049
2017,5,WV,1151
2017,6,WV,1127
2017,7,WV,1141
2017,8,WV,1170
2017,9,WV,1145
2017,10,WV,1200
2017,11,WV,1187
2017,12,WV,1195
2018,1,WV,1179
2018,2,WV,1064
2018,3,WV,1294
2018,4,WV,1089
2018,5,WV,1218
2018,6,WV,1179
2018,7,WV,1193
2018,8,WV,1210
2018,9,WV,1133
2018,10,WV,1257
2018,11,WV,1187
2018,12,WV,1189
2019,1,WV,1241
2019,2,WV,1104
2019,3,WV,1253
2019,4,WV,1174
2019,5,WV,1255
2019,6,WV,1121
2019,7,WV,1279
2019,8,WV,1204
2019,9,WV,1199
2019,10,WV,1258
2019,11,WV,1270
2019,12,WV,1176
2020,1,WV,1246
2020,2,WV,1156
2020,3,WV,1268
2020,4,WV,1125
2001,1,AL,2515
2001,2,AL,2532
2001,3,AL,2511
2001,4,AL,2733
2001,5,AL,2765
2001,6,AL,2942
2001,7,AL,2721
2001,8,AL,2877
2001,9,AL,2761
2001,10,AL,2609
2001,11,AL,2656
2001,12,AL,2328
2002,1,AL,2554
2002,2,AL,2416
2002,3,AL,2519
2002,4,AL,2837
2002,5,AL,2839
2002,6,AL,2810
2002,7,AL,2884
2002,8,AL,2947
2002,9,AL,2746
2002,10,AL,2709
2002,11,AL,2801
2002,12,AL,2553
2003,1,AL,2562
2003,2,AL,2751
2003,3,AL,2727
2003,4,AL,2896
2003,5,AL,2989
2003,6,AL,2847
2003,7,AL,2827
2003,8,AL,3006
2003,9,AL,2864
2003,10,AL,2909
2003,11,AL,2905
2003,12,AL,2733
2004,1,AL,2819
2004,2,AL,2765
2004,3,AL,2939
2004,4,AL,3017
2004,5,AL,3106
2004,6,AL,3009
2004,7,AL,3228
2004,8,AL,3210
2004,9,AL,2772
2004,10,AL,2800
2004,11,AL,2972
2004,12,AL,2959
2005,1,AL,2946
2005,2,AL,2792
2005,3,AL,3010
2005,4,AL,3006
2005,5,AL,3151
2005,6,AL,3032
2005,7,AL,3022
2005,8,AL,3138
2005,9,AL,3056
2005,10,AL,3050
2005,11,AL,3002
2005,12,AL,3073
2006,1,AL,2906
2006,2,AL,2854
2006,3,AL,3033
2006,4,AL,2905
2006,5,AL,3164
2006,6,AL,3091
2006,7,AL,3199
2006,8,AL,3280
2006,9,AL,3092
2006,10,AL,3045
2006,11,AL,2821
2006,12,AL,2891
2007,1,AL,2936
2007,2,AL,2734
2007,3,AL,2930
2007,4,AL,2977
2007,5,AL,3103
2007,6,AL,3039
2007,7,AL,3171
2007,8,AL,3243
2007,9,AL,3074
2007,10,AL,3020
2007,11,AL,2947
2007,12,AL,2999
2008,1,AL,3029
2008,2,AL,2901
2008,3,AL,3036
2008,4,AL,3019
2008,5,AL,3072
2008,6,AL,3128
2008,7,AL,3086
2008,8,AL,3115
2008,9,AL,2909
2008,10,AL,2790
2008,11,AL,2583
2008,12,AL,2321
2009,1,AL,2369
2009,2,AL,2298
2009,3,AL,2242
2009,4,AL,2262
2009,5,AL,2412
2009,6,AL,2313
2009,7,AL,2709
2009,8,AL,2646
2009,9,AL,2701
2009,10,AL,2548
2009,11,AL,2473
2009,12,AL,2466
2010,1,AL,2495
2010,2,AL,2530
2010,3,AL,2613
2010,4,AL,2666
2010,5,AL,2784
2010,6,AL,2743
2010,7,AL,2915
2010,8,AL,2867
2010,9,AL,2799
2010,10,AL,2716
2010,11,AL,2475
2010,12,AL,2747
2011,1,AL,2805
2011,2,AL,2607
2011,3,AL,2991
2011,4,AL,2641
2011,5,AL,2633
2011,6,AL,2902
2011,7,AL,2985
2011,8,AL,3132
2011,9,AL,2875
2011,10,AL,2764
2011,11,AL,2651
2011,12,AL,2747
2012,1,AL,2776
2012,2,AL,2711
2012,3,AL,2881
2012,4,AL,2821
2012,5,AL,2912
2012,6,AL,2781
2012,7,AL,2887
2012,8,AL,2994
2012,9,AL,2800
2012,10,AL,2803
2012,11,AL,2679
2012,12,AL,2707
2013,1,AL,2723
2013,2,AL,2562
2013,3,AL,2720
2013,4,AL,2763
2013,5,AL,2879
2013,6,AL,2903
2013,7,AL,2970
2013,8,AL,3061
2013,9,AL,2800
2013,10,AL,2975
2013,11,AL,2823
2013,12,AL,2690
2014,1,AL,2778
2014,2,AL,2621
2014,3,AL,2924
2014,4,AL,2742
2014,5,AL,2954
2014,6,AL,2969
2014,7,AL,3055
2014,8,AL,3040
2014,9,AL,2985
2014,10,AL,2969
2014,11,AL,2677
2014,12,AL,2921
2015,1,AL,2830
2015,2,AL,2561
2015,3,AL,2757
2015,4,AL,2723
2015,5,AL,2832
2015,6,AL,2941
2015,7,AL,3023
2015,8,AL,3029
2015,9,AL,2818
2015,10,AL,2786
2015,11,AL,2581
2015,12,AL,2618
2016,1,AL,2741
2016,2,AL,2596
2016,3,AL,2601
2016,4,AL,2613
2016,5,AL,2787
2016,6,AL,2858
2016,7,AL,2818
2016,8,AL,2887
2016,9,AL,2664
2016,10,AL,2670
2016,11,AL,2610
2016,12,AL,2689
2017,1,AL,2749
2017,2,AL,2519
2017,3,AL,2777
2017,4,AL,2708
2017,5,AL,2833
2017,6,AL,2821
2017,7,AL,2914
2017,8,AL,3020
2017,9,AL,2719
2017,10,AL,2770
2017,11,AL,2701
2017,12,AL,2788
2018,1,AL,2797
2018,2,AL,2584
2018,3,AL,2880
2018,4,AL,2700
2018,5,AL,2878
2018,6,AL,2893
2018,7,AL,2973
2018,8,AL,3001
2018,9,AL,2804
2018,10,AL,2888
2018,11,AL,2692
2018,12,AL,2626
2019,1,AL,2782
2019,2,AL,2540
2019,3,AL,2729
2019,4,AL,2634
2019,5,AL,2805
2019,6,AL,2749
2019,7,AL,2859
2019,8,AL,2924
2019,9,AL,2675
2019,10,AL,2673
2019,11,AL,2537
2019,12,AL,2613
2020,1,AL,2756
2020,2,AL,2609
2020,3,AL,2647
2020,4,AL,2305
2001,1,KY,3071
2001,2,KY,3040
2001,3,KY,3557
2001,4,KY,3499
2001,5,KY,3160
2001,6,KY,2719
2001,7,KY,2648
2001,8,KY,2761
2001,9,KY,3100
2001,10,KY,3669
2001,11,KY,3584
2001,12,KY,3868
2002,1,KY,3836
2002,2,KY,3703
2002,3,KY,4009
2002,4,KY,3846
2002,5,KY,3833
2002,6,KY,3246
2002,7,KY,3280
2002,8,KY,3253
2002,9,KY,3576
2002,10,KY,3598
2002,11,KY,3758
2002,12,KY,3874
2003,1,KY,3832
2003,2,KY,3590
2003,3,KY,3846
2003,4,KY,3666
2003,5,KY,3488
2003,6,KY,3089
2003,7,KY,3092
2003,8,KY,3236
2003,9,KY,3480
2003,10,KY,3860
2003,11,KY,3644
2003,12,KY,3746
2004,1,KY,3684
2004,2,KY,3463
2004,3,KY,3711
2004,4,KY,3689
2004,5,KY,3765
2004,6,KY,3211
2004,7,KY,3223
2004,8,KY,3312
2004,9,KY,3209
2004,10,KY,3924
2004,11,KY,3815
2004,12,KY,3883
2005,1,KY,3760
2005,2,KY,3584
2005,3,KY,3905
2005,4,KY,3799
2005,5,KY,3619
2005,6,KY,3383
2005,7,KY,3266
2005,8,KY,3381
2005,9,KY,3288
2005,10,KY,3803
2005,11,KY,3778
2005,12,KY,3747
2006,1,KY,3744
2006,2,KY,3576
2006,3,KY,3830
2006,4,KY,3722
2006,5,KY,3626
2006,6,KY,3333
2006,7,KY,3316
2006,8,KY,3361
2006,9,KY,3714
2006,10,KY,3950
2006,11,KY,3800
2006,12,KY,3881
2007,1,KY,3794
2007,2,KY,3442
2007,3,KY,3711
2007,4,KY,3746
2007,5,KY,3751
2007,6,KY,3191
2007,7,KY,3247
2007,8,KY,3370
2007,9,KY,3747
2007,10,KY,4166
2007,11,KY,4081
2007,12,KY,4121
2008,1,KY,4258
2008,2,KY,3966
2008,3,KY,4152
2008,4,KY,4060
2008,5,KY,4014
2008,6,KY,3206
2008,7,KY,3235
2008,8,KY,3263
2008,9,KY,3844
2008,10,KY,4225
2008,11,KY,4005
2008,12,KY,3968
2009,1,KY,3837
2009,2,KY,3446
2009,3,KY,3848
2009,4,KY,3881
2009,5,KY,3469
2009,6,KY,2917
2009,7,KY,2992
2009,8,KY,3138
2009,9,KY,3804
2009,10,KY,4330
2009,11,KY,3863
2009,12,KY,4077
2010,1,KY,3965
2010,2,KY,3857
2010,3,KY,4141
2010,4,KY,4027
2010,5,KY,3968
2010,6,KY,3214
2010,7,KY,3249
2010,8,KY,3362
2010,9,KY,3594
2010,10,KY,3889
2010,11,KY,3813
2010,12,KY,3942
2011,1,KY,3901
2011,2,KY,3596
2011,3,KY,3943
2011,4,KY,3699
2011,5,KY,3235
2011,6,KY,3196
2011,7,KY,3300
2011,8,KY,3313
2011,9,KY,3683
2011,10,KY,3953
2011,11,KY,3918
2011,12,KY,3881
2012,1,KY,3866
2012,2,KY,3771
2012,3,KY,4027
2012,4,KY,3906
2012,5,KY,3876
2012,6,KY,3282
2012,7,KY,3343
2012,8,KY,3429
2012,9,KY,3549
2012,10,KY,3784
2012,11,KY,3645
2012,12,KY,3717
2013,1,KY,3839
2013,2,KY,3525
2013,3,KY,3847
2013,4,KY,3747
2013,5,KY,3607
2013,6,KY,2857
2013,7,KY,2572
2013,8,KY,2714
2013,9,KY,2537
2013,10,KY,2647
2013,11,KY,2572
2013,12,KY,2508
2014,1,KY,2690
2014,2,KY,2485
2014,3,KY,2651
2014,4,KY,2568
2014,5,KY,2754
2014,6,KY,2753
2014,7,KY,2758
2014,8,KY,2791
2014,9,KY,2685
2014,10,KY,2746
2014,11,KY,2728
2014,12,KY,2675
2015,1,KY,2606
2015,2,KY,2490
